# TERNA average load,,,,,,,,,,,,,,,,,,,,,,,,
# EOP or BOP unclear,,,,,,,,,,,,,,,,,,,,,,,,
# MW,,,,,,,,,,,,,,,,,,,,,,,,
# column is hour of day,,,,,,,,,,,,,,,,,,,,,,,,
Datestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6/24/2006,36378,34779,33348,33018,32939,31706,35114,39379,42866,44698,44857,43901,41875,40587,40062,40093,40588,40629,40550,40002,39941,39416,37316,34769
6/25/2006,32270,30757,29793,29178,28897,27281,28287,30438,32354,34123,35104,35475,35352,34347,34000,33559,33877,34383,35122,35680,37371,38191,36983,34158
6/26/2006,31639,30125,29711,29248,30131,31606,38441,45272,50281,52168,53303,53212,51940,53154,53761,53213,52180,50390,48111,47292,46896,46538,43667,40144
6/27/2006,37085,35212,34577,34059,34433,34539,39898,46841,52159,54477,55619,55298,53499,54257,54997,55291,55159,52894,50811,48727,48376,47422,44557,40987
6/28/2006,37925,36223,35120,34690,34754,35246,40228,46971,51934,54278,54955,54959,53443,54610,55081,55292,55273,52920,50845,48853,48443,47399,44628,41338
6/29/2006,38264,36436,35483,34843,35173,35698,40674,46818,51754,53997,54740,53919,51722,51728,52175,52465,52646,50189,48721,47210,46684,45906,43391,40105
6/30/2006,37716,35859,34871,34372,34835,34904,39750,46548,51208,53345,54231,53575,51764,52202,53020,53059,52925,51127,48937,46613,45309,44640,42501,39672
7/1/2006,37139,35093,34179,33776,33297,32196,35106,39375,43099,44599,44759,43868,41924,40488,39950,39732,40106,40344,40414,39787,39976,39613,37368,34985
7/2/2006,33043,30985,30118,29765,29351,27735,28633,30640,32680,34186,34375,34883,34617,33878,33288,33237,33498,33801,34765,35362,36503,37186,36045,33635
7/3/2006,31592,30309,29774,29434,30371,31601,37558,44248,49058,51091,52056,51600,49977,50965,51963,52354,52278,50273,48133,46125,46130,44948,42026,38600
7/4/2006,36181,34780,34155,33792,34258,34779,39740,45993,50886,53080,53577,52924,50967,51287,52441,52948,52818,50807,48804,46132,44063,43223,40875,39315
7/5/2006,36924,34973,34087,33904,34140,34276,39608,45760,50432,52284,52876,52254,50213,51112,52194,52029,52211,50362,48262,46466,46560,45017,42077,38967
7/6/2006,36390,34650,33981,34079,34277,34925,39544,46013,50862,52713,53417,52896,50554,50840,51537,51922,51681,49899,48109,45958,45762,43755,40947,37661
7/7/2006,35249,33989,33014,33179,33467,34144,38791,44828,49540,51262,51543,50635,48466,48604,49140,49498,49470,47470,45618,43578,43105,41721,39188,36518
7/8/2006,34121,32596,32081,31440,31623,30602,33465,37790,41288,42611,42678,41291,39282,37367,36841,36826,37410,37697,37669,37274,37447,37077,34949,32781
7/9/2006,30593,29087,28047,27900,27598,26309,27179,29064,31368,33029,33461,33724,32972,32046,31663,31479,31758,32715,33985,33135,33881,33894,32872,31945
7/10/2006,30686,29162,28482,28144,28985,30231,36302,43054,47983,50069,50886,50764,49013,50243,50927,50980,50979,49659,47437,45460,45087,44194,41542,38258
7/11/2006,35923,34189,33335,32852,33246,33869,39082,46133,50857,52963,53653,53063,50996,51891,52718,52728,53191,50994,49062,47175,46969,45571,42873,39363
7/12/2006,36877,35103,34321,33784,34039,34531,39626,46231,50970,53104,54045,53875,51555,52557,52973,53187,53245,50941,48872,46789,46761,44795,42228,38619
7/13/2006,35963,34642,33762,33740,34102,34606,39550,46457,51236,53184,53650,53421,51445,52112,52882,53112,53359,51288,49293,47157,46957,45293,42670,39125
7/14/2006,36692,34992,33926,33588,33940,34703,39735,46039,50960,53064,53849,53713,51761,51976,52396,52705,52542,50739,48983,47005,46996,44630,42392,39198
7/15/2006,36979,35413,34122,33605,33641,32447,35343,39485,42874,44948,45030,43776,42106,40595,39807,39713,39927,40003,40335,40030,40138,39463,37334,34792
7/16/2006,32916,31095,30184,29638,29344,27898,28540,30374,32304,33682,34104,34276,33986,33275,32663,32481,32695,33326,34085,34777,36496,37006,35664,33318
7/17/2006,31381,29995,29302,29131,29926,31607,37223,44018,48721,50194,50964,50502,48751,50049,50764,51079,50840,48991,46431,44627,45426,44119,41538,38289
7/18/2006,35748,34249,33308,32826,33337,33944,38913,45767,49989,52133,52690,52089,50085,50834,51440,52008,51859,49914,47913,46160,46219,44848,42014,39035
7/19/2006,36553,34860,33930,33389,33837,34570,39474,45838,50454,52394,53165,52652,50532,51333,52224,52693,52471,50246,48914,47216,47246,45386,42708,39666
7/20/2006,36802,35269,34532,34109,34637,34986,39933,46700,51242,53564,53853,53692,51791,52711,53181,53416,53585,51455,49564,47952,47740,46278,43759,40536
7/21/2006,37623,35990,34983,34589,34969,35624,40353,46858,52004,53998,54999,54556,52747,53392,53763,53990,53923,51837,50041,48104,47893,46153,43507,40010
7/22/2006,37647,36213,34961,34274,34214,33451,36150,40429,44050,45824,46277,44919,43575,42241,41536,41366,41777,41851,41987,41640,42061,40831,38758,36441
7/23/2006,34105,32356,31353,30541,30537,29107,29474,31612,33252,35115,35930,36372,35931,35578,35128,34785,35100,35534,36131,37033,39096,39546,38305,35699
7/24/2006,33365,31728,30990,30674,31674,33223,38255,46307,50665,52576,53982,53877,52462,53725,54490,54580,54444,51981,50138,48585,48627,46468,43702,40347
7/25/2006,37928,36250,35388,34971,35258,35787,40026,47347,51992,54488,55610,54355,52840,53062,53582,53836,53424,51313,49557,47648,48231,46646,44252,40976
7/26/2006,38008,36580,35700,35081,35431,36127,40624,47289,52152,54071,54719,54502,52759,53473,54252,54243,53699,51685,49186,47549,48163,45746,43348,40539
7/27/2006,37994,36330,35343,34820,35246,36049,40678,47018,51879,53757,54203,54057,52344,53397,54157,54249,54351,52318,50500,48864,49280,47081,43840,40893
7/28/2006,38510,36692,35826,35290,35501,36421,40544,47228,51827,54214,54773,54711,52888,53160,53747,53686,52947,50629,48734,46214,46043,44135,42058,39127
7/29/2006,36385,35001,33870,33237,32889,32479,34532,38542,41839,43873,43874,42685,41234,40001,39632,39335,39774,39657,39544,38995,39691,38447,36314,34433
7/30/2006,32272,30776,29756,29020,28993,27832,28042,30200,32207,33721,34528,35048,34741,34052,33740,33550,33670,34061,34695,35366,37627,37625,36035,33461
7/31/2006,31599,30331,29616,29326,30039,31501,36179,42259,46931,48876,50015,49891,48629,49590,49962,50233,50115,48507,46678,45173,45912,44158,41303,37713
8/1/2006,35200,33746,32968,32350,32523,33691,37278,42869,47664,49877,50297,49841,48166,48626,48898,49183,49052,47514,45831,44156,44364,42316,39584,36811
8/2/2006,34270,32883,32044,31687,31888,33099,36801,42551,47333,49197,49746,49304,47439,47775,48086,48260,47888,46207,44541,43005,43790,41411,38476,35885
8/3/2006,33573,31978,31100,30741,31210,32314,35886,41360,45599,47236,47504,46867,44873,44911,45144,45095,44884,43664,42127,40741,41736,39457,36593,34034
8/4/2006,31686,30154,29579,29314,29596,30693,33662,38600,42696,44190,44439,43802,42300,41906,41864,41845,41794,40390,39566,38567,39448,37268,35021,32370
8/5/2006,30548,29210,28370,27963,28041,27722,28870,32092,34854,36145,36283,35842,34510,33445,32730,32854,33152,33577,33859,33796,35117,33556,31517,29428
8/6/2006,27595,26272,25516,25278,24955,24593,24548,26194,28237,29670,29978,30118,29552,28768,28238,27936,27982,28401,29266,30016,32533,31646,29751,27802
8/7/2006,26101,25006,24424,24375,24803,26047,28247,32409,35670,37113,37378,37306,36402,36190,36165,36321,36611,36080,35412,35022,36412,34438,31924,29402
8/8/2006,27410,26104,25463,25045,25424,26431,28515,32790,36366,37747,38170,37890,36874,36499,36701,36620,36808,36439,35892,35485,36434,34567,32246,29305
8/9/2006,27667,26668,25892,25729,26006,27027,28995,32785,35962,37078,37400,37280,36198,35514,35494,35486,35796,35385,35126,34605,35635,33528,31181,28426
8/10/2006,26321,25282,24658,24549,24755,25888,27607,30990,34784,35970,36153,36091,35026,34403,34317,34525,34682,34490,34353,34102,35471,33115,30863,28466
8/11/2006,26663,25359,24824,24510,24791,25849,27630,31273,34160,35450,35455,35339,34274,33345,33017,33067,33451,33103,33332,33443,34740,32315,29934,27750
8/12/2006,25649,24489,23927,23685,23573,24103,24600,26930,29380,30629,30507,30647,29762,28899,28541,28360,28769,29213,29699,30321,31957,29987,28111,26064
8/13/2006,24440,23217,22563,22142,22182,22330,21773,23403,25226,26473,26887,27185,26524,25492,24944,24480,24610,25070,26086,27570,30259,28758,27125,25277
8/14/2006,23543,22442,21886,21622,21872,22547,23143,25840,28282,29368,29226,29393,29187,28550,28166,27857,28242,28486,29172,29898,31691,29642,27598,25457
8/15/2006,23550,22539,21849,21473,21571,21712,21654,23249,25118,26122,26363,26421,25609,24714,24301,24101,24322,24798,25824,27280,29785,28594,27103,25162
8/16/2006,23493,22468,21983,21737,22128,23114,24206,27078,29693,31183,31403,31532,30922,30480,30234,30249,30655,30796,31213,31978,33411,31049,28676,26369
8/17/2006,24681,23712,23113,22851,23194,24139,25159,28161,31126,32538,32633,32848,32364,31995,31724,31867,32229,32392,32770,33745,34736,32552,29948,27612
8/18/2006,25863,24662,23895,23614,23852,24942,26105,29121,32348,33901,34218,34217,33694,33239,32847,32770,33063,33267,33517,34238,35652,33476,30839,28561
8/19/2006,26691,25613,24793,24317,24429,24994,25565,28068,30457,32117,32454,32811,32189,31537,31028,30787,31148,31529,31884,33121,34378,32370,30197,28212
8/20/2006,26303,25057,24231,23791,23716,23806,23122,24536,26845,28395,29036,29354,29180,28851,28389,28027,28193,28673,29527,31471,33547,32091,30322,28364
8/21/2006,26383,25275,24733,24446,25050,26816,28696,32751,36410,37949,38300,38606,38185,37807,37869,37960,38024,37580,37161,37752,38990,36660,34055,31806
8/22/2006,29395,28226,27482,27150,27484,28989,30796,34740,38484,39991,40485,40482,39393,39106,39326,39359,39408,38696,38253,38837,40010,37227,34583,31897
8/23/2006,29831,28693,27854,27424,27837,29449,31378,35538,38860,40153,40580,40835,39914,39402,39599,39515,39551,38867,38482,39250,40064,37178,34958,32237
8/24/2006,30108,28836,28360,28070,28373,29914,31742,35725,39272,40885,41500,41062,39860,39478,39606,39704,39743,39160,38932,39598,39804,37168,34488,31821
8/25/2006,29713,28666,27763,27455,27810,29528,31247,35755,39183,41033,41213,40972,39471,38900,38876,38928,39168,38664,38140,38933,39600,36871,35113,31892
8/26/2006,30062,28606,27626,27543,27563,28356,28731,31762,34587,35871,36289,35749,34687,33519,33002,33101,33318,33840,34196,35862,36253,33860,31776,29774
8/27/2006,27858,26563,25862,25259,25169,25420,24790,26287,28255,29638,30155,30488,29703,28920,28368,27954,28078,28620,29462,31824,33332,31933,30229,28016
8/28/2006,26704,25548,25155,25131,25870,28901,32283,37732,41989,43540,44154,43586,42037,42955,43602,43518,43389,42251,41272,42613,42369,38996,35818,33296
8/29/2006,31383,30189,29761,29637,29980,31890,34904,40285,44887,46308,46744,45783,43699,44563,44939,45153,44900,43695,42634,43870,43135,39957,36950,34130
8/30/2006,32089,30913,30348,30218,30580,32618,35757,41387,45527,46997,47009,46279,43914,44567,45057,45312,45108,43643,42338,43475,43005,39749,36619,34046
8/31/2006,32098,30971,30408,30172,30250,32660,35341,41190,45541,46182,46639,45594,43641,44366,44916,45129,44780,43145,41972,43639,43319,40226,37532,34271
9/1/2006,32170,30871,30252,30098,30635,32770,35497,40919,45194,46389,46651,45477,43503,44163,44641,44703,44269,42921,41929,43528,42785,39477,36807,34112
9/2/2006,31728,30709,29954,29379,29491,30199,31041,34794,37937,39176,39100,38021,36055,34711,34289,34130,34724,34865,35396,37973,37183,35236,32782,30546
9/3/2006,28834,27593,26802,26607,26607,26889,26487,27919,30058,31346,32029,32404,31817,30319,30012,29839,30015,30485,31372,34634,35572,34069,32180,29969
9/4/2006,27984,27019,26390,26416,27232,30428,34571,40869,45476,46859,47570,46926,45164,46299,47261,47618,47521,45760,44140,45860,44904,41273,38301,35227
9/5/2006,33077,31871,31260,31046,31558,33416,37159,43285,47735,49431,49846,48990,46927,48041,49045,49470,49319,47277,45687,47310,45968,42410,39642,36414
9/6/2006,34132,32702,32179,31944,32437,34456,37868,44225,48764,50302,50985,50265,48285,49196,49877,50547,50376,48479,47004,48752,46960,43334,40131,37114
9/7/2006,34898,33314,32739,32568,32862,35062,38892,45007,49488,50960,51749,51123,48992,50105,50801,51342,50932,48989,47406,49061,47679,43464,40447,37492
9/8/2006,35019,33573,32743,32381,32758,34866,38326,44531,49163,50882,51484,50870,48649,49033,49823,50045,49943,47855,46538,48047,45583,42132,39181,36153
9/9/2006,34131,32579,31866,31345,31264,32040,33777,37782,40542,42319,41941,40581,38465,36868,36427,36293,36893,36957,37583,40244,38719,36083,33735,31319
9/10/2006,29641,28159,27425,27160,27068,27165,26489,28120,30535,32125,32569,33004,32130,31229,30955,30738,30764,31267,32140,36331,36184,34244,32546,30117
9/11/2006,28378,27552,27127,27094,27911,31341,36061,42310,46354,47566,48081,47318,45608,46856,47787,48122,47965,46019,44939,47064,45114,41448,38150,35162
9/12/2006,33157,31810,31177,30988,31618,34098,37716,43780,47897,48835,49506,48399,46194,47072,48272,48505,48164,46172,45028,47030,44664,41264,38337,35301
9/13/2006,33307,32060,31581,31475,31801,34083,38222,44071,47720,48964,49539,48488,46107,47033,48307,48756,48553,46803,45669,47860,45634,41977,38599,35675
9/14/2006,33405,32069,31699,31476,31783,34112,38344,44923,48552,49805,50122,49100,46322,47001,47821,48323,48625,47251,46894,47176,44606,41243,38171,35165
9/15/2006,33139,31946,31403,31332,31803,33998,39018,45099,48415,49893,50348,49100,46269,46448,47241,47663,47503,45752,45355,46752,43968,40616,37496,35040
9/16/2006,32297,30881,30210,29961,29997,30920,33441,37007,39860,40998,40845,39408,36849,35106,34638,34656,35287,35589,37084,39270,36981,34442,32790,30321
9/17/2006,28145,26869,26077,25811,25513,25976,26552,27516,29697,31191,31825,32331,31098,29671,29392,29118,29216,29825,31965,35361,34629,32957,30969,28632
9/18/2006,27105,26278,26031,26203,27165,30231,35862,41785,45075,45999,46253,45579,43346,44470,45730,45812,45708,44156,43730,46276,43789,40414,37022,34129
9/19/2006,31868,30695,30055,30037,30313,32771,37531,43406,46835,47711,47988,46916,44636,45481,46540,46866,46424,45036,44690,46741,44230,40424,37235,34503
9/20/2006,32103,30792,30173,30208,30622,33257,37693,43693,46878,48034,48092,47318,44756,45565,46863,46866,46724,45037,44651,47140,44319,40757,37494,34546
9/21/2006,32361,31241,30652,30427,30909,33043,37943,43798,47191,48141,48432,47411,44980,45936,47050,47140,46857,44934,44920,47195,44372,41139,37811,34844
9/22/2006,32567,31515,30692,30520,31101,33475,38485,43788,47350,48343,48601,47627,45470,45776,46910,47260,46786,45470,45171,47203,44367,40774,37889,34947
9/23/2006,32527,30969,30324,30109,29945,30801,33392,37218,40039,41198,40893,39501,37092,35427,35107,35042,35356,35634,37153,39767,37329,34853,32514,30329
9/24/2006,28443,26949,26184,26101,25952,26150,26722,27682,29547,31384,32031,32239,31427,30053,29769,29761,29589,29931,32532,35468,34675,33143,30939,28609
9/25/2006,27615,26673,26292,26311,27281,30639,36727,42804,46179,47099,47422,46703,44068,45073,46443,46795,46771,45655,46087,45957,43278,39345,36288,33629
9/26/2006,31840,30814,30171,30113,30694,32778,38150,43996,47530,48502,48512,47486,44597,44823,45701,46030,46315,44841,45561,46595,43998,40055,37018,33818
9/27/2006,31973,30642,30112,30008,30628,32953,37882,43603,46692,47383,47555,46752,44155,44851,45721,45916,46005,44388,45277,46597,43753,40276,36922,33598
9/28/2006,31373,30436,29809,29684,30294,32703,37806,43246,46365,46962,47116,46285,43666,44742,45633,45993,45771,44032,45038,46216,43929,40427,37061,34293
9/29/2006,32151,31192,30501,30319,30802,33392,38508,43890,46858,47777,47730,46648,44460,45196,45740,46113,45728,44253,45839,46552,43369,40243,37274,34229
9/30/2006,32150,30741,30003,29729,29733,30676,33594,36933,39530,40257,39933,38522,36410,34617,34796,34716,35057,35548,38200,39854,37338,34891,32545,30252
10/1/2006,28734,27173,26304,26098,26020,26448,27045,27930,30454,31979,32309,32459,31318,30357,29860,29790,29658,30390,33579,36102,35094,33425,31271,28803
10/2/2006,27351,26401,26082,26239,27237,30503,36859,42366,45741,46650,46810,45980,43892,45077,45863,46295,46408,44682,46475,46646,44012,39831,36911,34142
10/3/2006,32249,31043,30529,30018,30848,33325,38773,44248,47938,48949,48833,47836,45151,46353,47240,47722,47979,46484,47677,47396,44709,40785,37435,34413
10/4/2006,32397,31159,30462,30306,30862,33398,39408,44657,47465,48270,48683,47699,44907,45514,46414,47128,47067,45784,47313,46873,44028,40312,36984,33855
10/5/2006,31798,30492,30302,30085,30511,32843,38768,43517,46501,47578,47876,46974,43989,44831,45639,45896,45988,44350,46589,46531,43684,40154,36725,33967
10/6/2006,31806,30550,29875,29756,30398,32450,38584,43264,46713,47266,47082,46265,43610,44329,44905,45344,45066,43582,46443,45893,42817,39697,36551,33354
10/7/2006,31365,30249,29639,29336,29136,30158,33673,37024,39816,40618,40014,38494,35839,34572,34216,34073,34560,34768,38761,39033,36676,34253,32012,29733
10/8/2006,27752,26509,25885,25467,25506,25692,26712,27230,29271,31041,31692,31796,30559,29297,29065,28845,28702,29445,33869,34958,34104,32411,30451,28229
10/9/2006,26620,25705,25614,25687,26540,29775,36767,41732,44766,45549,45461,44632,42487,43708,44601,44973,44738,43389,46665,46043,43417,39176,35997,32944
10/10/2006,31003,29794,29540,29345,29789,32187,38177,43521,46260,47105,46877,45747,43439,44369,45011,45369,45250,44021,47072,46484,43810,39876,36419,33436
10/11/2006,31790,30518,29966,29701,30320,32448,38698,43381,46417,46987,46746,45622,43464,44479,44882,45483,45436,44314,47504,46191,43667,39819,36545,33866
10/12/2006,31584,30301,30122,29992,30387,32801,38804,43884,46449,47132,47131,45647,43647,44100,45027,45327,45435,44394,47384,45995,43735,40291,36606,33740
10/13/2006,31153,29805,29509,29550,29934,32477,38301,43591,46136,46889,46759,45592,42845,43410,44348,44479,44265,43348,46826,45287,42621,39450,36172,33267
10/14/2006,30733,29901,29370,29097,29265,30022,33659,36813,39425,40226,39724,37989,35821,34403,34147,33980,34605,35222,39659,38856,36644,34183,32034,29654
10/15/2006,27619,26318,25547,25204,25388,25928,26884,27439,29747,31439,31502,31714,30681,29303,28828,28666,28644,29845,34448,35219,34355,32754,30572,27844
10/16/2006,26331,25545,25314,25383,26435,30003,36899,42301,45203,45786,45584,44786,42336,43705,44306,44616,44346,43901,47215,46155,43457,39750,36475,33270
10/17/2006,31075,29923,29442,29367,29971,32655,38716,44083,46751,47256,47047,45759,42994,44106,44791,45075,45032,44183,47987,46604,43924,40055,36572,33292
10/18/2006,31393,30427,29619,29424,30541,32547,39027,44288,46491,47003,46766,45291,43144,43923,44694,44773,44990,44251,47586,46106,43437,39760,36670,33699
